,[]
dowle,[]
traject,[]
rex,"['king', 'male_monarch']"
fortify,"['strengthen', 'beef_up', 'fort', 'arm', 'build_up', 'gird', 'spike']"
activity,"['action', 'activeness', 'bodily_process', 'body_process', 'bodily_function', 'natural_process']"
seeking,"['quest', 'seek', 'search', 'look_for', 'try', 'attempt', 'essay']"
unplagu'd,[]
quoth,[]
victuals,"['commissariat', 'provisions', 'provender', 'viands', 'nutriment', 'nourishment', 'nutrition', 'sustenance', 'aliment', 'alimentation', 'comestible', 'edible', 'eatable', 'pabulum']"
renew'd,[]
perceive,[]
compass'd,[]
verges],[]
gorboduc,[]
brisky,[]
demanded,"['demand', 'necessitate', 'ask', 'postulate', 'need', 'require', 'take', 'involve', 'call_for']"
tradesmen,"['shopkeeper', 'tradesman', 'storekeeper']"
sheet,"['piece_of_paper', 'sheet_of_paper', 'bed_sheet', 'plane', 'tabloid', 'rag', 'flat_solid', 'tack', 'mainsheet', 'weather_sheet', 'shroud', 'sail', 'canvas']"
measureless,['illimitable']
rustic,"['countrified', 'countryfied', 'bumpkinly', 'hick', 'unsophisticated']"
majestas,[]
roots,"['root', 'beginning', 'origin', 'rootage', 'source', 'root_word', 'base', 'stem', 'theme', 'radical', 'solution', 'ancestor', 'ascendant', 'ascendent', 'antecedent', 'etymon', 'tooth_root', 'rout', 'rootle', 'settle', 'take_root', 'steady_down']"
dam'st,[]
faithless,"['traitorous', 'unfaithful', 'treasonable']"
healing,"['mend', 'heal', 'bring_around', 'cure', 'curative', 'alterative', 'remedial', 'sanative']"
sounds,"['sound', 'auditory_sensation', 'audio', 'phone', 'speech_sound', 'strait', 'go', 'voice', 'vocalize', 'vocalise']"
potions,[]
appeareth,[]
whate'er,[]
ships,"['ship', 'transport', 'send']"
plays,"['play', 'drama', 'dramatic_play', 'maneuver', 'manoeuvre', 'bid', ""child's_play"", 'playing_period', 'period_of_play', 'free_rein', 'shimmer', 'fun', 'sport', 'looseness', 'frolic', 'romp', 'gambol', 'caper', 'turn', 'gambling', 'gaming', 'swordplay', 'act', 'represent', 'spiel', 'act_as', 'recreate', 'toy', 'run', 'fiddle', 'diddle', 'dally', 'trifle', 'flirt', 'roleplay', 'playact', 'bring', 'work', 'wreak', 'make_for', 'bet', 'wager', 'meet', 'encounter']"
hungary's,[]
host,"['horde', 'legion', 'master_of_ceremonies', 'emcee', 'innkeeper', 'boniface', 'Host']"
huswifes,[]
brokenly,[]
loam,[]
lizards',[]
planetary,"['planetal', 'terrestrial', 'erratic', 'wandering', 'global', 'world', 'worldwide']"
dowries,"['dowry', 'dowery', 'dower']"
diversely,['variously']
mall,"['promenade', 'plaza', 'center', 'shopping_mall', 'shopping_center']"
hairy,['haired']
winged,['fly']
effus'd,[]
rechate,[]
bounteously,"['bountifully', 'plentifully']"
lean'd,[]
blasphemous,"['profane', 'sacrilegious']"
ravin,[]
troth,"['betrothal', 'engagement']"
pattle,[]
rottenness,"['putrescence', 'putridness']"
ise,[]
adultress,[]
gaolers,"['prison_guard', 'jailer', 'jailor', 'gaoler', 'screw']"
disgrace's,[]
[abram,[]
healthy,"['salubrious', 'good_for_you', 'intelligent', 'levelheaded', 'level-headed', 'sound', 'goodly', 'goodish', 'hefty', 'respectable', 'sizable', 'sizeable']"
bolder,"['bold', 'bluff']"
o'erhanging,[]
clergy's,[]
verify,"['control', 'affirm', 'assert', 'avow', 'aver', 'swan']"
pistols,"['pistol', 'handgun', 'side_arm']"
sleep's,[]
wilful,"['willful', 'froward', 'headstrong']"
hereafter,"['afterlife', 'future', 'futurity', 'time_to_come', 'hereinafter']"
mislike,[]
chafing,"['chafe', 'gall', 'fret', 'annoy', 'rag', 'get_to', 'bother', 'get_at', 'irritate', 'rile', 'nark', 'nettle', 'gravel', 'vex', 'devil', 'excoriate', 'rub', 'fray']"
intestate,[]
fausse,[]
greyhound's,[]
chatter,"['yak', 'yack', 'yakety-yak', 'cackle', 'chattering', 'click', 'chew_the_fat', 'shoot_the_breeze', 'chat', 'confabulate', 'confab', 'chitchat', 'chit-chat', 'chaffer', 'natter', 'gossip', 'jaw', 'claver', 'visit', 'piffle', 'palaver', 'prate', 'tittle-tattle', 'twaddle', 'clack', 'maunder', 'prattle', 'blab', 'gibber', 'tattle', 'blabber']"
ulysses,[]
prince's,[]
laughest,[]
hasting's,[]
made,"['make', 'do', 'get', 'create', 'induce', 'stimulate', 'cause', 'have', 'produce', 'draw', 'gain', 'take_in', 'clear', 'earn', 'realize', 'realise', 'pull_in', 'bring_in', 'form', 'constitute', 'reach', 'get_to', 'progress_to', 'construct', 'build', 'name', 'nominate', 'attain', 'hit', 'arrive_at', 'lay_down', 'establish', 'hold', 'throw', 'give', 'make_up', 'take', 'stool', 'defecate', 'shit', 'take_a_shit', 'take_a_crap', 'ca-ca', 'crap', 'work', 'cook', 'fix', 'ready', 'prepare', 'seduce', 'score', 'pretend', 'make_believe', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee']"
shakespeare,"['Shakespeare', 'William_Shakespeare', 'Shakspere', 'William_Shakspere']"
curbed,"['control', 'hold_in', 'hold', 'contain', 'check', 'curb', 'moderate', 'suppress', 'stamp_down', 'inhibit', 'subdue', 'conquer', 'restrict', 'curtail']"
question,"['inquiry', 'enquiry', 'query', 'interrogation', 'head', 'interrogative', 'interrogative_sentence', 'doubt', 'dubiousness', 'doubtfulness', 'motion', 'oppugn', 'call_into_question', 'interrogate', 'interview']"
aspiration,"['ambition', 'dream', 'inhalation', 'inspiration', 'intake']"
depopulate,[]
gather,"['gathering', 'garner', 'collect', 'pull_together', 'meet', 'assemble', 'forgather', 'foregather', 'accumulate', 'cumulate', 'conglomerate', 'pile_up', 'amass', 'pucker', 'tuck', 'get_together']"
portend,"['bode', 'auspicate', 'prognosticate', 'omen', 'presage', 'betoken', 'foreshadow', 'augur', 'foretell', 'prefigure', 'forecast']"
deposed,"['depose', 'force_out', 'swear']"
pocketing,['pocket']
urchins,[]
mischief,"['mischief-making', 'mischievousness', 'deviltry', 'devilry', 'devilment', 'rascality', 'roguery', 'roguishness', 'shenanigan', 'maleficence']"
blunt,"['numb', 'benumb', 'dull', 'deaden', 'candid', 'forthright', 'frank', 'free-spoken', 'outspoken', 'plainspoken', 'point-blank', 'straight-from-the-shoulder', 'crude']"
thee't,[]
tear,"['teardrop', 'rip', 'rent', 'snag', 'split', 'bust', 'binge', 'bout', 'rupture', 'snap', 'shoot', 'shoot_down', 'charge', 'buck', 'pluck', 'pull', 'deplume', 'deplumate']"
dennis,[]
mahu,[]
unaccustom'd,[]
cette,[]
punto,[]
absey,[]
scalding,"['blister', 'scald']"
she'll,[]
div'd,[]
furbish'd,[]
58,['fifty-eight']
treason,"['high_treason', 'lese_majesty', 'subversiveness', 'traitorousness', 'treachery', 'betrayal']"
foppery,[]
partly,['partially']
bugle,[]
gate',[]
detests,['hate']
interpretation,"['reading', 'version', 'rendition', 'rendering']"
costermongers',[]
inclination,"['disposition', 'tendency', 'inclination_of_an_orbit', 'angle_of_inclination', 'dip', 'angle_of_dip', 'magnetic_dip', 'magnetic_inclination', 'tilt', 'list', 'lean', 'leaning']"
stonecutter,[]
'm,[]
host's,[]
'by,[]
dismounted,"['unhorse', 'dismount', 'light', 'get_off']"
aspir'd,[]
types,"['type', 'character', 'eccentric', 'case', 'typewrite']"
uncurbable,[]
matter,"['affair', 'thing', 'topic', 'subject', 'issue', 'count']"
musician],[]
thrum,"['hum', 'strum', 'drum']"
preys,"['prey', 'quarry', 'target', 'fair_game', 'feed', 'raven']"
nuncle,[]
water],[]
opposed,"['oppose', 'fight', 'fight_back', 'fight_down', 'defend', 'counterbalance', 'pit', 'match', 'play_off', 'react', 'controvert']"
petar,[]
'redime,[]
obstinacy,"['stubbornness', 'obstinance', 'mulishness', 'bullheadedness', 'pigheadedness']"
paying,"['pay', 'give', 'pay_up', 'ante_up', 'yield', 'bear', 'pay_off', 'make_up', 'compensate', 'devote', 'gainful', 'paid', 'compensable', 'remunerative', 'salaried']"
'air,[]
reflection,"['contemplation', 'reflexion', 'rumination', 'musing', 'thoughtfulness', 'expression', 'manifestation', 'mirror_image', 'observation']"
champains,[]
sisterhood,[]
warders',[]
calumnious,"['calumniatory', 'defamatory', 'denigrative', 'denigrating', 'denigratory', 'libellous', 'libelous']"
followers',[]
ruin'd,[]
lend,"['impart', 'bestow', 'contribute', 'add', 'bring']"
elegancy,[]
turnbull,[]
excessive,"['inordinate', 'undue', 'unreasonable', 'extravagant', 'exuberant']"
sails,"['sail', 'canvas', 'canvass', 'sheet', 'cruise', 'sweep', 'voyage']"
ai,"['Army_Intelligence', 'AI', 'artificial_intelligence', 'three-toed_sloth', 'Bradypus_tridactylus']"
gondolier,[]
thanes,[]
afflictions,[]
abilities,['ability']
intentively,[]
triumphant,"['exultant', 'exulting', 'jubilant', 'prideful', 'rejoicing', 'triumphal']"
hungry,['athirst']
'bastard,[]
approaches,"['approach', 'attack', 'plan_of_attack', 'approaching', 'coming', 'access', 'approach_path', 'glide_path', 'glide_slope', 'overture', 'advance', 'feeler', 'approach_shot', 'near', 'come_on', 'go_up', 'draw_near', 'draw_close', 'come_near', 'border_on', 'set_about']"
holily,[]
minotaurs,[]
dear'd,[]
lust's,[]
'rise',[]
distracted,"['distract', 'deflect', 'perturb', 'unhinge', 'disquiet', 'trouble', 'cark', 'disorder']"
morsels,"['morsel', 'bit']"
mussel,[]
leeks,"['leek', 'scallion']"
retail,[]
practice,"['pattern', 'exercise', 'drill', 'practice_session', 'recitation', 'praxis', 'practise', 'do', 'rehearse', 'apply', 'use']"
'hum,[]
sakes,"['sake', 'interest', 'saki']"
perch'd,[]
bacchanals,"['drunken_reveler', 'drunken_reveller', 'bacchanal', 'bacchant', 'orgy', 'debauch', 'debauchery', 'saturnalia', 'riot', 'bacchanalia']"
cudgels,['cudgel']
teeming,"['teem', 'pullulate', 'swarm', 'pour']"
trigon,"['triangle', 'trilateral']"
vacancy,"['void', 'emptiness']"
enswathed,[]
borrow'dst,[]
mastiffs,[]
[rosalind,[]
chevaliers,"['Chevalier', 'Maurice_Chevalier', 'cavalier']"
addict,"['nut', 'freak', 'junkie', 'junky']"
rough,"['rough_in', 'rough_out', 'unsmooth', 'approximate', 'approximative', 'rocky', 'boisterous', 'fierce', 'grating', 'gravelly', 'rasping', 'raspy', 'scratchy', 'pugnacious', 'bumpy', 'jolty', 'jolting', 'jumpy', 'uncut', 'crude', 'harsh']"
insociable,[]
butter,[]
breather,"['breath', 'breathing_place', 'breathing_space', 'breathing_spell', 'breathing_time', 'snorkel', 'schnorkel', 'schnorchel']"
grandfather's,[]
inurn'd,[]
happy,"['felicitous', 'glad']"
giantlike,[]
powder,"['pulverization', 'pulverisation', 'gunpowder', 'powderize', 'powderise', 'pulverize']"
'ego,[]
bore,"['dullard', 'tidal_bore', 'eagre', 'aegir', 'eager', 'gauge', 'caliber', 'calibre', 'bore-hole', 'drill_hole', 'tire', 'drill', 'bear', 'give_birth', 'deliver', 'birth', 'have', 'digest', 'endure', 'stick_out', 'stomach', 'stand', 'tolerate', 'support', 'brook', 'abide', 'suffer', 'put_up', 'turn_out', 'take_over', 'accept', 'assume', 'hold', 'carry', 'contain', 'yield', 'pay', 'wear', 'behave', 'acquit', 'deport', 'conduct', 'comport', 'have_a_bun_in_the_oven', 'gestate']"
emptiness,"['void', 'vacancy', 'vacuum']"
blasphemy,"['profanation', 'desecration']"
offenders,['wrongdoer']
painter's,[]
precisian,[]
wouns',[]
flattered,['flatter']
loss,"['deprivation', 'red_ink', 'red', 'personnel_casualty', 'passing', 'departure', 'exit', 'expiration', 'going']"
marseilles,"['Marseille', 'Marseilles']"
fleshes,"['flesh', 'human_body', 'physical_body', 'material_body', 'soma', 'build', 'figure', 'physique', 'anatomy', 'shape', 'bod', 'chassis', 'frame', 'form']"
transferred,"['transfer', 'reassign', 'transplant', 'shift', 'change', 'transmit', 'transport', 'channel', 'channelize', 'channelise', 'remove']"
indigest,[]
bode,"['portend', 'auspicate', 'prognosticate', 'omen', 'presage', 'betoken', 'foreshadow', 'augur', 'foretell', 'prefigure', 'forecast']"
sprigs,"['branchlet', 'twig']"
makings,"['devising', 'fashioning', 'making', 'qualification', 'make', 'do', 'get', 'create', 'induce', 'stimulate', 'cause', 'have', 'produce', 'draw', 'gain', 'take_in', 'clear', 'earn', 'realize', 'realise', 'pull_in', 'bring_in', 'form', 'constitute', 'reach', 'get_to', 'progress_to', 'construct', 'build', 'name', 'nominate', 'attain', 'hit', 'arrive_at', 'lay_down', 'establish', 'hold', 'throw', 'give', 'make_up', 'take', 'stool', 'defecate', 'shit', 'take_a_shit', 'take_a_crap', 'ca-ca', 'crap', 'work', 'cook', 'fix', 'ready', 'prepare', 'seduce', 'score', 'pretend', 'make_believe', 'urinate', 'piddle', 'puddle', 'micturate', 'piss', 'pee', 'pee-pee', 'make_water', 'relieve_oneself', 'take_a_leak', 'spend_a_penny', 'wee', 'wee-wee']"
disciplined,"['discipline', 'train', 'check', 'condition', 'correct']"
unloaded,"['drop', 'drop_off', 'set_down', 'put_down', 'unload', 'discharge', 'unlade']"
impression,"['feeling', 'belief', 'notion', 'opinion', 'effect', 'mental_picture', 'picture', 'depression', 'imprint', 'stamp']"
intreasured,[]
exhales,"['exhale', 'expire', 'breathe_out', 'give_forth']"
alters,"['change', 'alter', 'modify', 'vary', 'interpolate', 'falsify', 'neuter', 'spay']"
chief,"['head', 'top_dog', 'foreman', 'gaffer', 'honcho', 'boss', 'headman', 'tribal_chief', 'chieftain', 'main', 'primary', 'principal']"
worshipper,['believer']
permissive,[]
mangle,"['maul', 'mutilate', 'murder']"
lute,[]
excepting,"['demur', 'except', 'exclude', 'leave_out', 'leave_off', 'omit']"
etes,[]
encircle,['circle']
meanders,"['meander', 'ramble', 'weave', 'wind', 'thread']"
extant,[]
mirthful,"['gay', 'jocund', 'jolly', 'jovial', 'merry', 'amusing', 'comic', 'comical', 'funny', 'laughable']"
mealy,"['farinaceous', 'coarse-grained', 'grainy', 'granular', 'granulose']"
conveniences,"['comforts', 'creature_comforts', 'amenities', 'convenience', 'public_toilet', 'comfort_station', 'public_convenience', 'public_lavatory', 'restroom', 'toilet_facility', 'wash_room', 'appliance', 'contraption', 'contrivance', 'gadget', 'gizmo', 'gismo']"
maps,"['map', 'function', 'mathematical_function', 'single-valued_function', 'mapping', 'map_out']"
aaron's,[]
forestall'd,[]
pooh,[]
sprightly,[]
jarteer,[]
concernancy,[]
arbour,"['arbor', 'bower']"
cropp'd,[]
alisander,[]
foul,"['pollute', 'contaminate', 'clog', 'choke_off', 'clog_up', 'back_up', 'congest', 'choke', 'befoul', 'defile', 'maculate', 'disgusting', 'disgustful', 'distasteful', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky', 'fetid', 'foetid', 'foul-smelling', 'funky', 'noisome', 'smelly', 'stinking', 'ill-scented', 'cheating', 'dirty', 'unsporting', 'unsportsmanlike', 'marked-up', 'cruddy', 'filthy', 'nasty', 'smutty', 'afoul']"
dews,[]
accommodo,[]
behove,[]
hurting,"['pain', 'ache', 'smart', 'hurt', 'anguish', 'injure', 'wound', 'bruise', 'offend', 'spite']"
mousing,"['sneak', 'mouse', 'creep']"
monstrous,"['atrocious', 'flagitious', 'grievous']"
juvenal,['Juvenal']
bringing,"['delivery', 'bring', 'convey', 'take', 'work', 'play', 'wreak', 'make_for', 'get', 'fetch', 'land', 'institute', 'lend', 'impart', 'bestow', 'contribute', 'add']"
warn'd,[]
snatching,"['snatch', 'snatch_up', 'snap', 'kidnap', 'nobble']"
warble,"['trill', 'quaver', 'yodel']"
caduceus,[]
signet,[]
fellowships,"['family', 'fellowship', 'company', 'companionship']"
alarum'd,[]
transcends,"['exceed', 'transcend', 'surpass', 'overstep', 'pass', 'go_past']"
placentio,[]
desirous,[]
actor's,[]
154,[]
saint,"['holy_man', 'holy_person', 'angel', 'ideal', 'paragon', 'nonpareil', 'apotheosis', 'nonesuch', 'nonsuch', 'enshrine', 'canonize']"
worsted,"['worsted_yarn', 'worst', 'pip', 'mop_up', 'whip']"
revolting,"['revolt', 'disgust', 'gross_out', 'repel', 'nauseate', 'sicken', 'churn_up', 'disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'skanky', 'wicked']"
shifting,"['shift', 'switch', 'change_over', 'dislodge', 'reposition', 'transfer', 'stir', 'budge', 'agitate', 'careen', 'wobble', 'tilt', 'lurch', 'pitch', 'change', 'shifty']"
'mollis,[]
sometime,"['erstwhile', 'former', 'old', 'onetime', 'one-time']"
champain,[]
knotted,"['knot', 'ravel', 'tangle', 'gnarled', 'gnarly', 'knotty']"
babble,"['babbling', 'lallation', 'blather', 'smatter', 'blether', 'blither', 'ripple', 'guggle', 'burble', 'bubble', 'gurgle', 'spill_the_beans', 'let_the_cat_out_of_the_bag', 'talk', 'tattle', 'blab', 'peach', 'sing', 'babble_out']"
hammer'd,[]
dear,"['beloved', 'dearest', 'honey', 'love', 'lamb', 'darling', 'good', 'near', 'devout', 'earnest', 'heartfelt', 'costly', 'high-priced', 'pricey', 'pricy', 'dearly']"
imperious,"['disdainful', 'haughty', 'lordly', 'overbearing', 'prideful', 'sniffy', 'supercilious']"
madame,[]
hostilius,[]
unroof'd,[]
applaud,"['clap', 'spat']"
associates,"['associate', 'companion', 'comrade', 'fellow', 'familiar', 'associate_degree', 'tie_in', 'relate', 'link', 'colligate', 'link_up', 'connect', 'consort', 'affiliate', 'assort']"
100,"['hundred', 'C', 'century', 'one_C', 'one_hundred']"
discontents,"['discontentment', 'discontent']"
farrow,['farrowing']
frowning,"['frown', 'glower', 'lour']"
buffets,"['buffet', 'counter', 'sideboard', 'snack_bar', 'snack_counter', 'knock_about', 'batter']"
upshoot,[]
abet,[]
befortune,[]
canopy,[]
minions,[]
brittle,"['toffee', 'toffy', 'brickle', 'brickly']"
totters,"['totter', 'toddle', 'coggle', 'dodder', 'paddle', 'waddle', 'teeter']"
thirties,"['mid-thirties', 'thirty-something', '1930s', 'thirty', '30']"
gutenberg,"['Gutenberg', 'Johann_Gutenberg']"
filthy,"['foul', 'nasty', 'dirty', 'lousy', 'cruddy']"
disarmeth,[]
slight,"['rebuff', 'cold-shoulder', 'little', 'flimsy', 'fragile', 'tenuous', 'thin', 'slender', 'slim']"
barks,"['bark', 'barque']"
counsel,"['advocate', 'counselor', 'counsellor', 'counselor-at-law', 'pleader', 'guidance', 'counseling', 'counselling', 'direction', 'rede']"
showing,"['screening', 'viewing', 'display', 'exhibit', 'show', 'demo', 'present', 'demonstrate', 'prove', 'establish', 'shew', 'testify', 'bear_witness', 'evidence', 'picture', 'depict', 'render', 'express', 'evince', 'indicate', 'point', 'designate', 'show_up', 'read', 'register', 'record']"
marshal'st,[]
uncurbed,"['unbridled', 'unchecked']"
pear,['pear_tree']
spitted,"['spit', 'ptyalize', 'ptyalise', 'spew', 'spue', 'spit_out', 'sprinkle', 'spatter', 'patter', 'pitter-patter']"
provident,[]
hod,[]
[sad,[]
owner,['proprietor']
overcharg'd,[]
fluent,"['fluid', 'liquid', 'smooth', 'eloquent', 'facile', 'silver', 'silver-tongued']"
administration,"['disposal', 'governance', 'governing_body', 'establishment', 'brass', 'organization', 'organisation', 'giving_medication', 'presidency', 'presidential_term', 'government', 'governing', 'government_activity']"
toothache,[]
unattainted,[]
messaline,[]
discourser,[]
perforce,[]
blade,"['leaf_blade', 'sword', 'brand', 'steel']"
aspen,[]
accuser's,[]
guess,"['conjecture', 'supposition', 'surmise', 'surmisal', 'speculation', 'hypothesis', 'guesswork', 'guessing', 'shot', 'dead_reckoning', 'think', 'opine', 'suppose', 'imagine', 'reckon', 'venture', 'pretend', 'hazard', 'estimate', 'gauge', 'approximate', 'judge']"
unhack'd,[]
quoniam,[]
aloft,[]
morrow,[]
mercurial,"['erratic', 'fickle', 'quicksilver']"
empale,"['transfix', 'impale']"
dashing,"['dart', 'dash', 'scoot', 'scud', 'flash', 'shoot', 'smash', 'crash', 'daunt', 'scare_off', 'pall', 'frighten_off', 'scare_away', 'frighten_away', 'scare', 'gallant', 'dapper', 'jaunty', 'natty', 'raffish', 'rakish', 'spiffy', 'snappy']"
whosoever,[]
prater,"['chatterer', 'babbler', 'chatterbox', 'magpie']"
prospero,[]
hermits',[]
auburn,[]
'at,[]
minnows,['minnow']
pretend,"['make-believe', 'feign', 'sham', 'affect', 'dissemble', 'act', 'guess', 'venture', 'hazard', 'make', 'make_believe']"
lords,"['Godhead', 'Lord', 'Creator', 'Maker', 'Divine', 'God_Almighty', 'Almighty', 'Jehovah', 'overlord', 'master', 'lord', 'noble']"
cherrypit,[]
bifold,[]
quare,[]
tap,"['pat', 'rap', 'strike', 'water_faucet', 'water_tap', 'hydrant', 'spigot', 'wiretap', 'dab', 'tip', 'exploit', 'intercept', 'bug', 'knock', 'pink', 'tapdance', 'solicit']"
outstripped,"['surpass', 'outstrip', 'outmatch', 'outgo', 'exceed', 'outdo', 'surmount', 'outperform', 'outdistance']"
avoid,"['debar', 'forefend', 'forfend', 'obviate', 'deflect', 'avert', 'head_off', 'stave_off', 'fend_off', 'ward_off', 'keep_off', 'invalidate', 'annul', 'quash', 'void']"
infect,[]
admirer,"['supporter', 'protagonist', 'champion', 'booster', 'friend']"
charmer,"['smoothie', 'smoothy', 'sweet_talker']"
imitation,"['caricature', 'impersonation', 'fake', 'false', 'faux']"
repeal'd,[]
english'd,[]
saucily,"['impertinently', 'pertly', 'freshly']"
featured,"['have', 'feature', 'sport']"
embellished,"['embroider', 'pad', 'lard', 'embellish', 'aggrandize', 'aggrandise', 'blow_up', 'dramatize', 'dramatise', 'deck', 'adorn', 'decorate', 'grace', 'beautify', 'ornament', 'fancify']"
unproper,[]
gossamer,"['cobweb', 'ethereal', 'diaphanous', 'filmy', 'gauzy', 'gauze-like', 'see-through', 'sheer', 'transparent', 'vaporous', 'vapourous']"
eagerly,[]
freehearted,[]
truly,"['genuinely', 'really', 'rightfully', 'sincerely', 'unfeignedly']"
andren,[]
salary,"['wage', 'pay', 'earnings']"
pout'st,[]
cub,"['greenhorn', 'rookie', 'lad', 'laddie', 'sonny', 'sonny_boy']"
minc'd,[]
halves,"['one-half', 'half']"
unbated,[]
circlets,[]
prying,"['nosiness', 'snoopiness', 'pry', 'prise', 'prize', 'lever', 'jimmy', 'intrude', 'horn_in', 'nose', 'poke', 'nosy', 'nosey']"
keepest,[]
57,['fifty-seven']
one],[]
masterless,[]
bezonians,[]
superserviceable,[]
[regan,[]
stints,"['stretch', 'stint', 'least_sandpiper', 'Erolia_minutilla', 'scrimp', 'skimp']"
corn's,[]
deo,[]
fantasy,"['phantasy', 'illusion', 'fancy', 'fantasize']"
stings,"['sting', 'stinging', 'pang', 'bite', 'insect_bite', 'bunco', 'bunco_game', 'bunko', 'bunko_game', 'con', 'confidence_trick', 'confidence_game', 'con_game', 'gyp', 'hustle', 'flimflam', 'burn', 'prick', 'stick']"
peat,[]
greasily,[]
sicinius,[]
true,"['true_up', 'dead_on_target', 'truthful', 'dependable', 'honest', 'reliable', 'genuine', 'unfeigned', 'lawful', 'rightful', 'on-key', 'straight', 'admittedly', 'avowedly']"
heartily,['cordially']
mad,"['huffy', 'sore', 'brainsick', 'crazy', 'demented', 'disturbed', 'sick', 'unbalanced', 'unhinged', 'delirious', 'excited', 'frantic', 'unrestrained', 'harebrained']"
fade,"['slice', 'slicing', 'disappearance', 'melt', 'wither', 'evanesce', 'blow_over', 'pass_off', 'fleet', 'pass']"
twins,"['Gemini', 'Gemini_the_Twins', 'Twins', 'twin', 'Twin', 'Twin_Falls', 'counterpart', 'similitude', 'duplicate', 'parallel', 'match', 'mate', 'couple']"
stanze,[]
salad,[]
frames,"['frame', 'human_body', 'physical_body', 'material_body', 'soma', 'build', 'figure', 'physique', 'anatomy', 'shape', 'bod', 'chassis', 'form', 'flesh', 'inning', 'frame_of_reference', 'skeletal_system', 'skeleton', 'systema_skeletale', 'skeletal_frame', 'underframe', 'framing', 'frame_in', 'border', 'ensnare', 'entrap', 'set_up', 'redact', 'cast', 'put', 'couch', 'compose', 'draw_up']"
befitting,"['befit', 'suit']"
vary,"['change', 'alter', 'deviate', 'diverge', 'depart', 'variegate']"
last,"['stopping_point', 'finale', 'finis', 'finish', 'conclusion', 'close', 'death', 'end', 'final_stage', ""shoemaker's_last"", ""cobbler's_last"", 'endure', 'survive', 'live', 'live_on', 'go', 'hold_up', 'hold_out', 'concluding', 'final', 'terminal', 'net', 'utmost', 'last-place', 'lowest', 'lastly', 'in_conclusion']"
craved,"['crave', 'hunger', 'thirst', 'starve', 'lust']"
epilogue,[]
ravishing,"['rape', 'ravish', 'violate', 'assault', 'dishonor', 'dishonour', 'outrage', 'enchant', 'enrapture', 'transport', 'enthrall', 'enthral']"
advertise,"['publicize', 'advertize', 'publicise', 'promote']"
eleanor's,[]
bolingbroke's,[]
collection,"['aggregation', 'accumulation', 'assemblage', 'compendium', 'solicitation', 'appeal', 'ingathering', 'collecting']"
labouring,"['labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'dig', 'moil', 'tug', 'push', 'drive', 'drudging', 'laboring']"
tricksy,"['crafty', 'cunning', 'dodgy', 'foxy', 'guileful', 'knavish', 'slick', 'sly', 'tricky']"
examin'd,[]
waning,"['decline', 'go_down', 'wane']"
vanishing,"['disappear', 'vanish', 'go_away', 'fly', 'fell']"
opposeless,[]
eject,"['chuck_out', 'exclude', 'turf_out', 'boot_out', 'turn_out', 'exhaust', 'discharge', 'expel', 'release', 'squirt', 'force_out']"
crow,"['Crow', 'Corvus', 'brag', 'bragging', 'crowing', 'vaporing', 'line-shooting', 'gasconade', 'gloat']"
unbowed,['straight']
three,"['3', 'III', 'trio', 'threesome', 'tierce', 'leash', 'troika', 'triad', 'trine', 'trinity', 'ternary', 'ternion', 'triplet', 'tercet', 'terzetto', 'trey', 'deuce-ace']"
wiping,['wipe']
giver,"['donor', 'presenter', 'bestower']"
flatter'd,[]
debase,"['corrupt', 'pervert', 'subvert', 'demoralize', 'demoralise', 'debauch', 'profane', 'vitiate', 'deprave', 'misdirect', 'alloy', 'load', 'adulterate', 'stretch']"
bards,"['bard', 'caparison', 'barde']"
creatures,"['animal', 'animate_being', 'beast', 'brute', 'creature', 'fauna', 'wight', 'tool']"
dictynna,[]
entering,"['entrance', 'entry', 'ingress', 'incoming', 'enter', 'come_in', 'get_into', 'get_in', 'go_into', 'go_in', 'move_into', 'participate', 'enroll', 'inscribe', 'enrol', 'recruit', 'figure', 'record', 'put_down', 'accede', 'insert', 'infix', 'introduce']"
fere,[]
talons,[]
[sitting,[]
limit,"['bound', 'boundary', 'terminus_ad_quem', 'terminal_point', 'demarcation', 'demarcation_line', 'limit_point', 'point_of_accumulation', 'limitation', 'restrict', 'restrain', 'trammel', 'confine', 'throttle', 'circumscribe', 'specify', 'set', 'determine', 'define']"
feed'st,[]
uncorrected,[]
cassocks,[]
coachmakers,[]
housewifery,[]
beaver,"['beaver_fur', 'Oregonian', 'Beaver', 'dress_hat', 'high_hat', 'opera_hat', 'silk_hat', 'stovepipe', 'top_hat', 'topper', 'castor']"
springe,[]
trinculos,[]
softens,"['soften', 'dampen', 'damp', 'weaken', 'break', 'yield', 'relent', 'cushion', 'buffer', 'mince']"
signior,[]
importunacy,[]
kill,"['killing', 'putting_to_death', 'shoot_down', 'defeat', 'vote_down', 'vote_out', 'stamp_out', 'toss_off', 'pop', 'bolt_down', 'belt_down', 'pour_down', 'down', 'drink_down', 'obliterate']"
